"business_id","date","description"
247,"20161114","Unclean or degraded floors walls or ceilings"
247,"20161114","Moderate risk food holding temperature "
247,"20161114","Moderate risk vermin infestation"
247,"20160503","Moderate risk food holding temperature   [ date violation corrected: 5/19/2016 ]"
247,"20160503","Improper food storage  [ date violation corrected: 5/19/2016 ]"
247,"20160503","Unclean or unsanitary food contact surfaces  [ date violation corrected: 5/19/2016 ]"
247,"20160503","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 5/19/2016 ]"
251,"20160616","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 6/16/2016 ]"
253,"20171114","Low risk vermin infestation"
253,"20171114","Improper storage use or identification of toxic substances"
253,"20171114","Unclean or degraded floors walls or ceilings"
253,"20171114","Wiping cloths not clean or properly stored or inadequate sanitizer"
253,"20161208","Unclean or degraded floors walls or ceilings  [ date violation corrected: 11/14/2017 ]"
253,"20161208","Improper or defective plumbing  [ date violation corrected: 11/14/2017 ]"
253,"20160622","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 12/8/2016 ]"
253,"20160622","Foods not protected from contamination  [ date violation corrected: 6/22/2016 ]"
253,"20150217","Unclean or degraded floors walls or ceilings  [ date violation corrected: 6/22/2016 ]"
256,"20171205","Unclean or degraded floors walls or ceilings"
256,"20171205","Unclean nonfood contact surfaces  [ date violation corrected: 12/11/2017 ]"
256,"20171205","Improper storage of equipment utensils or linens  [ date violation corrected: 12/11/2017 ]"
256,"20171205","Moderate risk vermin infestation  [ date violation corrected: 12/11/2017 ]"
256,"20161019","Unclean or degraded floors walls or ceilings  [ date violation corrected: 12/5/2017 ]"
256,"20161019","No thermometers or uncalibrated thermometers   [ date violation corrected: 12/5/2017 ]"
268,"20160725","Unclean or unsanitary food contact surfaces  [ date violation corrected: 12/28/2017 ]"
268,"20160725","Unclean unmaintained or improperly constructed toilet facilities  [ date violation corrected: 12/28/2017 ]"
268,"20150903","Improper storage of equipment utensils or linens  [ date violation corrected: 7/25/2016 ]"
268,"20150903","Foods not protected from contamination  [ date violation corrected: 7/25/2016 ]"
272,"20160517","High risk vermin infestation  [ date violation corrected: 5/25/2016 ]"
272,"20160517","Improper thawing methods   [ date violation corrected: 5/25/2016 ]"
272,"20160517","Unclean or degraded floors walls or ceilings  [ date violation corrected: 5/25/2016 ]"
272,"20160517","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 5/25/2016 ]"
272,"20160517","Contaminated or adulterated food  [ date violation corrected: 5/25/2016 ]"
273,"20171002","High risk vermin infestation"
273,"20171002","Wiping cloths not clean or properly stored or inadequate sanitizer"
273,"20171002","Unclean or degraded floors walls or ceilings"
273,"20171002","Unclean nonfood contact surfaces"
273,"20171002","Food safety certificate or food handler card not available"
273,"20171002","Foods not protected from contamination"
273,"20171002","Unapproved or unmaintained equipment or utensils"
273,"20171002","Moderate risk food holding temperature "
273,"20160920","Food safety certificate or food handler card not available  [ date violation corrected: 10/2/2017 ]"
273,"20160920","Foods not protected from contamination  [ date violation corrected: 9/29/2016 ]"
273,"20160920","Moderate risk food holding temperature   [ date violation corrected: 10/14/2016 ]"
273,"20160920","Improper food storage  [ date violation corrected: 10/14/2016 ]"
273,"20160920","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 10/14/2016 ]"
273,"20160920","Improper or defective plumbing  [ date violation corrected: 9/29/2016 ]"
273,"20160920","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 9/29/2016 ]"
273,"20160920","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 9/29/2016 ]"
273,"20150526","Unclean nonfood contact surfaces  [ date violation corrected: 9/20/2016 ]"
273,"20150519","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 5/26/2015 ]"
273,"20150519","Foods not protected from contamination  [ date violation corrected: 5/26/2015 ]"
273,"20150519","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 5/26/2015 ]"
273,"20150519","Improper storage of equipment utensils or linens  [ date violation corrected: 5/26/2015 ]"
273,"20150519","Unclean nonfood contact surfaces  [ date violation corrected: 5/26/2015 ]"
273,"20150519","Inadequate ventilation or lighting  [ date violation corrected: 5/26/2015 ]"
273,"20150519","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 5/26/2015 ]"
275,"20180116","Improper food labeling or menu misrepresentation"
275,"20161031","Unclean or degraded floors walls or ceilings  [ date violation corrected: 1/16/2018 ]"
275,"20161031","Improper or defective plumbing  [ date violation corrected: 1/16/2018 ]"
275,"20151020","Unclean or degraded floors walls or ceilings  [ date violation corrected: 10/29/2015 ]"
275,"20151020","Improper food labeling or menu misrepresentation  [ date violation corrected: 10/29/2015 ]"
279,"20171010","Foods not protected from contamination  [ date violation corrected: 10/10/2017 ]"
279,"20171010","Unapproved or unmaintained equipment or utensils"
279,"20171010","Inadequate ventilation or lighting"
279,"20170104","Moderate risk food holding temperature   [ date violation corrected: 1/4/2017 ]"
279,"20170104","Low risk vermin infestation  [ date violation corrected: 10/10/2017 ]"
279,"20170104","Improper thawing methods   [ date violation corrected: 1/4/2017 ]"
279,"20160518","Low risk vermin infestation  [ date violation corrected: 1/4/2017 ]"
279,"20151020","Unclean nonfood contact surfaces  [ date violation corrected: 5/18/2016 ]"
279,"20151020","Moderate risk vermin infestation  [ date violation corrected: 5/18/2016 ]"
281,"20160606","Foods not protected from contamination"
283,"20170209","Improper food storage"
283,"20170209","Unapproved or unmaintained equipment or utensils"
283,"20170209","Unclean hands or improper use of gloves  [ date violation corrected: 2/9/2017 ]"
283,"20170209","Inadequate and inaccessible handwashing facilities"
283,"20170209","Foods not protected from contamination"
283,"20151001","Moderate risk vermin infestation  [ date violation corrected: 2/9/2017 ]"
283,"20151001","Foods not protected from contamination  [ date violation corrected: 2/9/2017 ]"
283,"20151001","Improper thawing methods   [ date violation corrected: 2/9/2017 ]"
283,"20151001","High risk food holding temperature   [ date violation corrected: 2/9/2017 ]"
283,"20151001","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 2/9/2017 ]"
283,"20151001","Inadequate food safety knowledge or lack of certified food safety manager  [ date violation corrected: 2/9/2017 ]"
286,"20171107","Improper storage use or identification of toxic substances  [ date violation corrected: 11/8/2017 ]"
286,"20171107","Unclean or unsanitary food contact surfaces  [ date violation corrected: 11/8/2017 ]"
286,"20171107","Moderate risk vermin infestation  [ date violation corrected: 11/8/2017 ]"
286,"20171107","Inadequate or unsanitary refuse containers or area or no garbage service  [ date violation corrected: 11/8/2017 ]"
286,"20171107","Improper storage of equipment utensils or linens"
286,"20161102","Improper storage of equipment utensils or linens  [ date violation corrected: 11/18/2016 ]"
286,"20161102","Inadequate or unsanitary refuse containers or area or no garbage service  [ date violation corrected: 11/18/2016 ]"
286,"20161102","Permit license or inspection report not posted  [ date violation corrected: 11/7/2017 ]"
286,"20161102","Improper storage use or identification of toxic substances  [ date violation corrected: 11/18/2016 ]"
286,"20161102","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 11/18/2016 ]"
286,"20161102","Unclean or degraded floors walls or ceilings  [ date violation corrected: 11/7/2017 ]"
286,"20161102","Low risk vermin infestation  [ date violation corrected: 11/7/2017 ]"
286,"20161102","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 11/18/2016 ]"
286,"20160607","High risk food holding temperature   [ date violation corrected: 6/17/2016 ]"
286,"20160607","Low risk vermin infestation  [ date violation corrected: 6/17/2016 ]"
286,"20160607","Unclean hands or improper use of gloves  [ date violation corrected: 6/17/2016 ]"
286,"20160607","Unclean nonfood contact surfaces  [ date violation corrected: 11/2/2016 ]"
286,"20160607","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 11/2/2016 ]"
286,"20160607","Inadequate ventilation or lighting  [ date violation corrected: 11/2/2016 ]"
286,"20160607","Improper or defective plumbing  [ date violation corrected: 11/2/2016 ]"
286,"20160607","Foods not protected from contamination  [ date violation corrected: 6/17/2016 ]"
290,"20160615","Inadequate food safety knowledge or lack of certified food safety manager"
290,"20160615","High risk vermin infestation"
298,"20171017","Foods not protected from contamination  [ date violation corrected: 10/17/2017 ]"
298,"20171017","Food safety certificate or food handler card not available"
298,"20171017","Unclean nonfood contact surfaces"
298,"20161013","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 10/27/2016 ]"
298,"20161013","Moderate risk food holding temperature   [ date violation corrected: 10/27/2016 ]"
298,"20161013","Unclean or degraded floors walls or ceilings  [ date violation corrected: 10/27/2016 ]"
298,"20161013","Food safety certificate or food handler card not available  [ date violation corrected: 10/27/2016 ]"
298,"20160408","Moderate risk food holding temperature   [ date violation corrected: 10/13/2016 ]"
298,"20160408","Unclean hands or improper use of gloves  [ date violation corrected: 10/13/2016 ]"
298,"20160408","Unclean or degraded floors walls or ceilings  [ date violation corrected: 10/13/2016 ]"
298,"20150828","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 4/8/2016 ]"
298,"20150828","High risk vermin infestation  [ date violation corrected: 8/28/2015 ]"
298,"20150828","Unclean or degraded floors walls or ceilings  [ date violation corrected: 4/8/2016 ]"
298,"20150828","Unclean or unsanitary food contact surfaces  [ date violation corrected: 8/28/2015 ]"
299,"20171116","Improper food storage"
299,"20171116","Inadequately cleaned or sanitized food contact surfaces"
299,"20160705","Foods not protected from contamination  [ date violation corrected: 11/16/2017 ]"
299,"20150309","Foods not protected from contamination  [ date violation corrected: 3/9/2015 ]"
300,"20171208","Permit license or inspection report not posted  [ date violation corrected: 12/9/2017 ]"
300,"20171208","Moderate risk food holding temperature   [ date violation corrected: 12/8/2017 ]"
300,"20171208","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 12/8/2017 ]"
300,"20171208","Inadequate warewashing facilities or equipment  [ date violation corrected: 12/8/2017 ]"
