"Cite as: CAIT Climate Data Explorer. 2015. Washington, DC: World Resources Institute. Available online at: http://cait.wri.org.  Please Note: CAIT data are derived from several sources. Any use of the Land-Use Change and Forestry or Agriculture indicator should be cited as FAO 2014, FAOSTAT Emissions Database. Any use of CO2 emissions from fuel combustion data should be cited as CO2 Emissions from Fuel Combustion, ©OECD/IEA, 2014.",,
Country,Year,Total CO2 Emissions Excluding Land-Use Change and Forestry (MtCO2)
Tonga,1856,
Trinidad & Tobago,1856,
Tunisia,1856,
Turkey,1856,
Turkmenistan,1856,
Uganda,1856,
Ukraine,1856,
United Arab Emirates,1856,
United Kingdom,1856,140.3752
United States,1856,40.0365
Uruguay,1856,
Uzbekistan,1856,
Vanuatu,1856,
Venezuela,1856,
Vietnam,1856,
World,1856,278.464
Yemen,1856,
Zambia,1856,
Zimbabwe,1856,
Afghanistan,1857,
Albania,1857,
Algeria,1857,
Angola,1857,
Antigua & Barbuda,1857,
Argentina,1857,
Armenia,1857,
Australia,1857,-0.2088
Austria,1857,4.8731
Azerbaijan,1857,
"Bahamas, The",1857,
Bahrain,1857,
Bangladesh,1857,
Barbados,1857,
Belarus,1857,
Belgium,1857,13.7547
Belize,1857,
Benin,1857,
Bhutan,1857,
Bolivia,1857,
Bosnia & Herzegovina,1857,
Botswana,1857,
Brazil,1857,
Brunei,1857,
Bulgaria,1857,
Burkina Faso,1857,
Burundi,1857,
Cambodia,1857,
Cameroon,1857,
Canada,1857,0.2162
Cape Verde,1857,
Central African Republic,1857,
Chad,1857,
Chile,1857,
China,1857,
Colombia,1857,
Comoros,1857,
"Congo, Dem. Rep.",1857,
"Congo, Rep.",1857,
Cook Islands,1857,
Costa Rica,1857,
Cote d'Ivoire,1857,
Croatia,1857,
Cuba,1857,
Cyprus,1857,
Czech Republic,1857,
Denmark,1857,0.6632
Djibouti,1857,
Dominica,1857,
Dominican Republic,1857,
Ecuador,1857,
Egypt,1857,
El Salvador,1857,
Equatorial Guinea,1857,
Eritrea,1857,
Estonia,1857,
Ethiopia,1857,
European Union (15),1857,231.0518
European Union (28),1857,238.3139
Fiji,1857,
Finland,1857,
France,1857,35.2807
Gabon,1857,
"Gambia, The",1857,
Georgia,1857,
Germany,1857,32.9394
Ghana,1857,
Greece,1857,
Grenada,1857,
Guatemala,1857,
Guinea,1857,
Guinea-Bissau,1857,
Guyana,1857,
Haiti,1857,
Honduras,1857,
Hungary,1857,0.5459
Iceland,1857,
India,1857,
Indonesia,1857,
Iran,1857,
Iraq,1857,
Ireland,1857,
Israel,1857,
Italy,1857,
Jamaica,1857,
Japan,1857,
Jordan,1857,
Kazakhstan,1857,
Kenya,1857,
Kiribati,1857,
"Korea, Dem. Rep. (North)",1857,
"Korea, Rep. (South)",1857,
Kuwait,1857,
Kyrgyzstan,1857,
Laos,1857,
Latvia,1857,
Lebanon,1857,
Lesotho,1857,
Liberia,1857,
Libya,1857,
Lithuania,1857,
Luxembourg,1857,
"Macedonia, FYR",1857,
Madagascar,1857,
Malawi,1857,
Malaysia,1857,
Maldives,1857,
Mali,1857,
Malta,1857,
Mauritania,1857,
Mauritius,1857,
Mexico,1857,
Moldova,1857,
Mongolia,1857,
Montenegro,1857,
Morocco,1857,
Mozambique,1857,
Myanmar,1857,
Namibia,1857,
Nauru,1857,
Nepal,1857,
Netherlands,1857,4.2173
New Zealand,1857,
Nicaragua,1857,
Niger,1857,
Nigeria,1857,
Niue,1857,
Norway,1857,0.3041
Oman,1857,
Pakistan,1857,
Palau,1857,
Panama,1857,
Papua New Guinea,1857,
Paraguay,1857,
Peru,1857,
Philippines,1857,
Poland,1857,6.7161
Portugal,1857,
Qatar,1857,
Romania,1857,0
Russian Federation,1857,
Rwanda,1857,
Saint Kitts & Nevis,1857,
Saint Lucia,1857,
Saint Vincent & Grenadines,1857,
Samoa,1857,
Sao Tome & Principe,1857,
Saudi Arabia,1857,
Senegal,1857,
Serbia,1857,
Seychelles,1857,
Sierra Leone,1857,
Singapore,1857,
Slovakia,1857,
Slovenia,1857,
Solomon Islands,1857,
South Africa,1857,
Spain,1857,0.85
Sri Lanka,1857,
Sudan,1857,
Suriname,1857,
Swaziland,1857,
Sweden,1857,0.6119
Switzerland,1857,
Syria,1857,
Tajikistan,1857,
Tanzania,1857,
Thailand,1857,
Togo,1857,
Tonga,1857,
Trinidad & Tobago,1857,
Tunisia,1857,
Turkey,1857,
Turkmenistan,1857,
Uganda,1857,
Ukraine,1857,
United Arab Emirates,1857,
United Kingdom,1857,137.8617
United States,1857,41.0551
Uruguay,1857,
Uzbekistan,1857,
Vanuatu,1857,
Venezuela,1857,
Vietnam,1857,
World,1857,282.128
Yemen,1857,
Zambia,1857,
Zimbabwe,1857,
Afghanistan,1858,
Albania,1858,
Algeria,1858,
Angola,1858,
Antigua & Barbuda,1858,
Argentina,1858,
Armenia,1858,0.0018
Australia,1858,-0.2455
Austria,1858,7.2437
Azerbaijan,1858,0.007
"Bahamas, The",1858,
Bahrain,1858,
Bangladesh,1858,
Barbados,1858,
Belarus,1858,0.0151
Belgium,1858,14.4508
Belize,1858,
Benin,1858,
Bhutan,1858,
Bolivia,1858,
Bosnia & Herzegovina,1858,
Botswana,1858,
Brazil,1858,
Brunei,1858,
Bulgaria,1858,
Burkina Faso,1858,
Burundi,1858,
Cambodia,1858,
Cameroon,1858,
Canada,1858,0.2638
Cape Verde,1858,
Central African Republic,1858,
Chad,1858,
Chile,1858,
China,1858,
Colombia,1858,
Comoros,1858,
"Congo, Dem. Rep.",1858,
"Congo, Rep.",1858,
Cook Islands,1858,
Costa Rica,1858,
Cote d'Ivoire,1858,
Croatia,1858,
Cuba,1858,
Cyprus,1858,
Czech Republic,1858,
Denmark,1858,0.491
Djibouti,1858,
Dominica,1858,
Dominican Republic,1858,
Ecuador,1858,
Egypt,1858,
El Salvador,1858,
Equatorial Guinea,1858,
Eritrea,1858,
Estonia,1858,0.0039
Ethiopia,1858,
European Union (15),1858,232.8765
European Union (28),1858,240.9763
Fiji,1858,
Finland,1858,
France,1858,34.5955
Gabon,1858,
"Gambia, The",1858,
Georgia,1858,0.0032
Germany,1858,35.6104
Ghana,1858,
Greece,1858,
Grenada,1858,
Guatemala,1858,
Guinea,1858,
Guinea-Bissau,1858,
Guyana,1858,
Haiti,1858,
Honduras,1858,
Hungary,1858,0.3811
Iceland,1858,
India,1858,0.436
Indonesia,1858,
Iran,1858,
Iraq,1858,
Ireland,1858,
Israel,1858,
Italy,1858,
Jamaica,1858,
Japan,1858,
Jordan,1858,
Kazakhstan,1858,0.0348
Kenya,1858,
Kiribati,1858,
"Korea, Dem. Rep. (North)",1858,
"Korea, Rep. (South)",1858,
Kuwait,1858,
Kyrgyzstan,1858,0.0022
Laos,1858,
Latvia,1858,0.0022
Lebanon,1858,
Lesotho,1858,
Liberia,1858,
Libya,1858,
Lithuania,1858,0.0036
Luxembourg,1858,
"Macedonia, FYR",1858,
Madagascar,1858,
Malawi,1858,
Malaysia,1858,
Maldives,1858,
Mali,1858,
Malta,1858,
Mauritania,1858,
Mauritius,1858,
Mexico,1858,
Moldova,1858,0.0032
Mongolia,1858,
Montenegro,1858,
Morocco,1858,
Mozambique,1858,
Myanmar,1858,
Namibia,1858,
Nauru,1858,
Nepal,1858,
Netherlands,1858,3.708
New Zealand,1858,
Nicaragua,1858,
Niger,1858,
Nigeria,1858,
Niue,1858,
Norway,1858,0.2675
Oman,1858,
Pakistan,1858,
Palau,1858,
Panama,1858,
Papua New Guinea,1858,
Paraguay,1858,
Peru,1858,
Philippines,1858,
Poland,1858,7.7054
Portugal,1858,
Qatar,1858,
Romania,1858,0.0037
Russian Federation,1858,0.2976
Rwanda,1858,
Saint Kitts & Nevis,1858,
Saint Lucia,1858,
Saint Vincent & Grenadines,1858,
Samoa,1858,
Sao Tome & Principe,1858,
Saudi Arabia,1858,
Senegal,1858,
Serbia,1858,
Seychelles,1858,
Sierra Leone,1858,
Singapore,1858,
Slovakia,1858,
Slovenia,1858,
Solomon Islands,1858,
South Africa,1858,
Spain,1858,1.1505
Sri Lanka,1858,
Sudan,1858,
Suriname,1858,
Swaziland,1858,
Sweden,1858,0.513
Switzerland,1858,0.1466
Syria,1858,
Tajikistan,1858,0.0011
Tanzania,1858,
Thailand,1858,
Togo,1858,
Tonga,1858,
Trinidad & Tobago,1858,
Tunisia,1858,
Turkey,1858,
Turkmenistan,1858,0.0051
Uganda,1858,
Ukraine,1858,0.0851
United Arab Emirates,1858,
United Kingdom,1858,135.1137
United States,1858,41.6487
Uruguay,1858,
Uzbekistan,1858,0.0178
Vanuatu,1858,
Venezuela,1858,
Vietnam,1858,
World,1858,285.792
Yemen,1858,
Zambia,1858,
Zimbabwe,1858,
Afghanistan,1859,
Albania,1859,
Algeria,1859,
Angola,1859,
Antigua & Barbuda,1859,
Argentina,1859,
Armenia,1859,0.0019
Australia,1859,-0.3774
Austria,1859,5.8661
Azerbaijan,1859,0.0074
"Bahamas, The",1859,
Bahrain,1859,
Bangladesh,1859,
Barbados,1859,
Belarus,1859,0.0161
Belgium,1859,14.8978
Belize,1859,
Benin,1859,
Bhutan,1859,
Bolivia,1859,
Bosnia & Herzegovina,1859,
Botswana,1859,
Brazil,1859,
Brunei,1859,
Bulgaria,1859,
Burkina Faso,1859,
Burundi,1859,
Cambodia,1859,
Cameroon,1859,
Canada,1859,0.3151
Cape Verde,1859,
Central African Republic,1859,
Chad,1859,
Chile,1859,
China,1859,
Colombia,1859,
Comoros,1859,
"Congo, Dem. Rep.",1859,
"Congo, Rep.",1859,
Cook Islands,1859,
Costa Rica,1859,
Cote d'Ivoire,1859,
Croatia,1859,
Cuba,1859,
Cyprus,1859,
Czech Republic,1859,
Denmark,1859,0.6265
Djibouti,1859,
Dominica,1859,
Dominican Republic,1859,
Ecuador,1859,
Egypt,1859,
El Salvador,1859,
Equatorial Guinea,1859,
Eritrea,1859,
Estonia,1859,0.0041
Ethiopia,1859,
European Union (15),1859,246.1182
European Union (28),1859,254.0134
Fiji,1859,
Finland,1859,
France,1859,34.9949
Gabon,1859,
"Gambia, The",1859,
Georgia,1859,0.0034
Germany,1859,33.8077
Ghana,1859,
Greece,1859,
Grenada,1859,
Guatemala,1859,
Guinea,1859,
Guinea-Bissau,1859,
Guyana,1859,
Haiti,1859,
Honduras,1859,
Hungary,1859,0.7694
Iceland,1859,
India,1859,0.7035
Indonesia,1859,
Iran,1859,
Iraq,1859,
Ireland,1859,
Israel,1859,
Italy,1859,
Jamaica,1859,
Japan,1859,
Jordan,1859,
Kazakhstan,1859,0.0369
Kenya,1859,
Kiribati,1859,
"Korea, Dem. Rep. (North)",1859,
"Korea, Rep. (South)",1859,
Kuwait,1859,
Kyrgyzstan,1859,0.0023
Laos,1859,
Latvia,1859,0.0023
Lebanon,1859,
Lesotho,1859,
Liberia,1859,
Libya,1859,
Lithuania,1859,0.0038
Luxembourg,1859,
"Macedonia, FYR",1859,
Madagascar,1859,
Malawi,1859,
Malaysia,1859,
Maldives,1859,
Mali,1859,
Malta,1859,
Mauritania,1859,
Mauritius,1859,
Mexico,1859,
Moldova,1859,0.0034
Mongolia,1859,
Montenegro,1859,
Morocco,1859,
Mozambique,1859,
Myanmar,1859,
Namibia,1859,
Nauru,1859,
Nepal,1859,
Netherlands,1859,3.5248
New Zealand,1859,
Nicaragua,1859,
Niger,1859,
Nigeria,1859,
Niue,1859,
Norway,1859,0.3261
Oman,1859,
Pakistan,1859,
Palau,1859,
Panama,1859,
Papua New Guinea,1859,
Paraguay,1859,
Peru,1859,
Philippines,1859,
Poland,1859,7.1118
Portugal,1859,
Qatar,1859,
Romania,1859,0.0037
Russian Federation,1859,0.3156
Rwanda,1859,
Saint Kitts & Nevis,1859,
Saint Lucia,1859,
Saint Vincent & Grenadines,1859,
Samoa,1859,
Sao Tome & Principe,1859,
Saudi Arabia,1859,
Senegal,1859,
Serbia,1859,
Seychelles,1859,
Sierra Leone,1859,
Singapore,1859,
Slovakia,1859,
Slovenia,1859,
Solomon Islands,1859,
South Africa,1859,
Spain,1859,1.6305
Sri Lanka,1859,
Sudan,1859,
Suriname,1859,
Swaziland,1859,
Sweden,1859,0.7548
Switzerland,1859,0.2052
Syria,1859,
Tajikistan,1859,0.0012
Tanzania,1859,
Thailand,1859,
Togo,1859,
Tonga,1859,
Trinidad & Tobago,1859,
Tunisia,1859,
Turkey,1859,
Turkmenistan,1859,0.0054
Uganda,1859,
Ukraine,1859,0.0902
United Arab Emirates,1859,
United Kingdom,1859,150.0152
United States,1859,45.32
Uruguay,1859,
Uzbekistan,1859,0.0188
Vanuatu,1859,
Venezuela,1859,
Vietnam,1859,
World,1859,304.112
Yemen,1859,
Zambia,1859,
Zimbabwe,1859,
Afghanistan,1860,
Albania,1860,
Algeria,1860,
Angola,1860,
Antigua & Barbuda,1860,
Argentina,1860,
Armenia,1860,0.0026
Australia,1860,0.2785
Austria,1860,6.1482
Azerbaijan,1860,0.0098
"Bahamas, The",1860,
Bahrain,1860,
Bangladesh,1860,
Barbados,1860,
Belarus,1860,0.0212
Belgium,1860,15.2129
Belize,1860,
Benin,1860,
Bhutan,1860,
Bolivia,1860,
Bosnia & Herzegovina,1860,
Botswana,1860,
Brazil,1860,
Brunei,1860,
Bulgaria,1860,
Burkina Faso,1860,
Burundi,1860,
Cambodia,1860,
Cameroon,1860,
Canada,1860,0.3811
Cape Verde,1860,
Central African Republic,1860,
Chad,1860,
Chile,1860,
China,1860,
Colombia,1860,
Comoros,1860,
"Congo, Dem. Rep.",1860,
"Congo, Rep.",1860,
Cook Islands,1860,
Costa Rica,1860,
Cote d'Ivoire,1860,
Croatia,1860,
Cuba,1860,
Cyprus,1860,
Czech Republic,1860,0.2096
Denmark,1860,0.5423
Djibouti,1860,
Dominica,1860,
Dominican Republic,1860,
Ecuador,1860,
Egypt,1860,
El Salvador,1860,
Equatorial Guinea,1860,
Eritrea,1860,
Estonia,1860,0.0054
Ethiopia,1860,
European Union (15),1860,271.9274
European Union (28),1860,280.6026
Fiji,1860,
Finland,1860,0.0366
France,1860,38.1349
Gabon,1860,
"Gambia, The",1860,
Georgia,1860,0.0045
Germany,1860,36.3945
Ghana,1860,
Greece,1860,
Grenada,1860,
Guatemala,1860,
Guinea,1860,
Guinea-Bissau,1860,
Guyana,1860,
Haiti,1860,
Honduras,1860,
Hungary,1860,0.905
Iceland,1860,
India,1860,0.7108
Indonesia,1860,
Iran,1860,
Iraq,1860,
Ireland,1860,
Israel,1860,
Italy,1860,0.0293
Jamaica,1860,
Japan,1860,
Jordan,1860,
Kazakhstan,1860,0.0488
Kenya,1860,
Kiribati,1860,
"Korea, Dem. Rep. (North)",1860,
"Korea, Rep. (South)",1860,
Kuwait,1860,
Kyrgyzstan,1860,0.0031
Laos,1860,
Latvia,1860,0.003
Lebanon,1860,
Lesotho,1860,
Liberia,1860,
Libya,1860,
Lithuania,1860,0.0051
Luxembourg,1860,
"Macedonia, FYR",1860,
Madagascar,1860,
Malawi,1860,
Malaysia,1860,
Maldives,1860,
Mali,1860,
Malta,1860,
Mauritania,1860,
Mauritius,1860,
Mexico,1860,
Moldova,1860,0.0045
Mongolia,1860,
Montenegro,1860,
Morocco,1860,
Mozambique,1860,
Myanmar,1860,
Namibia,1860,
Nauru,1860,
Nepal,1860,
Netherlands,1860,4.7962
New Zealand,1860,
Nicaragua,1860,
Niger,1860,
Nigeria,1860,
Niue,1860,
Norway,1860,0.3334
Oman,1860,
Pakistan,1860,
Palau,1860,
Panama,1860,
Papua New Guinea,1860,
Paraguay,1860,
Peru,1860,
Philippines,1860,
Poland,1860,7.4856
Portugal,1860,
Qatar,1860,
Romania,1860,0.0037
Russian Federation,1860,0.4171
Rwanda,1860,
Saint Kitts & Nevis,1860,
Saint Lucia,1860,
Saint Vincent & Grenadines,1860,
Samoa,1860,
Sao Tome & Principe,1860,
Saudi Arabia,1860,
Senegal,1860,
Serbia,1860,
Seychelles,1860,
Sierra Leone,1860,
Singapore,1860,
Slovakia,1860,0.0579
Slovenia,1860,
Solomon Islands,1860,
South Africa,1860,
Spain,1860,1.9309
Sri Lanka,1860,
Sudan,1860,
Suriname,1860,
Swaziland,1860,
Sweden,1860,0.7511
Switzerland,1860,0.3041
Syria,1860,
Tajikistan,1860,0.0015
Tanzania,1860,
Thailand,1860,
Togo,1860,
Tonga,1860,
Trinidad & Tobago,1860,
Tunisia,1860,
Turkey,1860,
Turkmenistan,1860,0.0072
Uganda,1860,
Ukraine,1860,0.1192
United Arab Emirates,1860,
United Kingdom,1860,167.9504
United States,1860,47.4341
Uruguay,1860,
Uzbekistan,1860,0.0249
Vanuatu,1860,
Venezuela,1860,
Vietnam,1860,
World,1860,333.424
Yemen,1860,
Zambia,1860,
Zimbabwe,1860,
Afghanistan,1861,
Albania,1861,
Algeria,1861,
Angola,1861,
Antigua & Barbuda,1861,
Argentina,1861,
Armenia,1861,0.0033
Australia,1861,0.5093
Austria,1861,6.379
Azerbaijan,1861,0.0125
"Bahamas, The",1861,
Bahrain,1861,
Bangladesh,1861,
Barbados,1861,
Belarus,1861,0.0271
Belgium,1861,16.4587
Belize,1861,
Benin,1861,
Bhutan,1861,
Bolivia,1861,
Bosnia & Herzegovina,1861,
Botswana,1861,
Brazil,1861,
Brunei,1861,
Bulgaria,1861,
Burkina Faso,1861,
Burundi,1861,
Cambodia,1861,
Cameroon,1861,
Canada,1861,0.458
Cape Verde,1861,
Central African Republic,1861,
Chad,1861,
Chile,1861,
China,1861,
Colombia,1861,
Comoros,1861,
"Congo, Dem. Rep.",1861,
"Congo, Rep.",1861,
Cook Islands,1861,
Costa Rica,1861,
Cote d'Ivoire,1861,
Croatia,1861,
Cuba,1861,
Cyprus,1861,
Czech Republic,1861,0.689
Denmark,1861,0.7841
Djibouti,1861,
Dominica,1861,
Dominican Republic,1861,
Ecuador,1861,
Egypt,1861,
El Salvador,1861,
Equatorial Guinea,1861,
Eritrea,1861,
Estonia,1861,0.0069
Ethiopia,1861,
European Union (15),1861,289.3571
European Union (28),1861,298.8897
Fiji,1861,
Finland,1861,0.0733
France,1861,41.242
Gabon,1861,
"Gambia, The",1861,
Georgia,1861,0.0057
Germany,1861,41.3299
Ghana,1861,
Greece,1861,
Grenada,1861,
Guatemala,1861,
Guinea,1861,
Guinea-Bissau,1861,
Guyana,1861,
Haiti,1861,
Honduras,1861,
Hungary,1861,0.96
Iceland,1861,
India,1861,0.5496
Indonesia,1861,
Iran,1861,
Iraq,1861,
Ireland,1861,
Israel,1861,
Italy,1861,0.6705
Jamaica,1861,
Japan,1861,
Jordan,1861,
Kazakhstan,1861,0.0623
Kenya,1861,
Kiribati,1861,
"Korea, Dem. Rep. (North)",1861,
"Korea, Rep. (South)",1861,
Kuwait,1861,
Kyrgyzstan,1861,0.0039
Laos,1861,
Latvia,1861,0.0039
Lebanon,1861,
Lesotho,1861,
Liberia,1861,
Libya,1861,
Lithuania,1861,0.0065
Luxembourg,1861,
"Macedonia, FYR",1861,
Madagascar,1861,
Malawi,1861,
Malaysia,1861,
Maldives,1861,
Mali,1861,
Malta,1861,
Mauritania,1861,
Mauritius,1861,
Mexico,1861,
Moldova,1861,0.0057
Mongolia,1861,
Montenegro,1861,
Morocco,1861,
Mozambique,1861,
Myanmar,1861,
Namibia,1861,
Nauru,1861,
Nepal,1861,
Netherlands,1861,4.4041
New Zealand,1861,
Nicaragua,1861,
Niger,1861,
Nigeria,1861,
Niue,1861,
Norway,1861,0.4287
Oman,1861,
Pakistan,1861,
Palau,1861,
Panama,1861,
Papua New Guinea,1861,
Paraguay,1861,
Peru,1861,
Philippines,1861,
Poland,1861,7.6688
Portugal,1861,
Qatar,1861,
Romania,1861,0.0073
Russian Federation,1861,0.532
Rwanda,1861,
Saint Kitts & Nevis,1861,
Saint Lucia,1861,
Saint Vincent & Grenadines,1861,
Samoa,1861,
Sao Tome & Principe,1861,
Saudi Arabia,1861,
Senegal,1861,
Serbia,1861,
Seychelles,1861,
Sierra Leone,1861,
Singapore,1861,
Slovakia,1861,0.1904
Slovenia,1861,
Solomon Islands,1861,
South Africa,1861,
Spain,1861,2.0042
Sri Lanka,1861,
Sudan,1861,
Suriname,1861,
Swaziland,1861,
Sweden,1861,0.9673
Switzerland,1861,0.425
Syria,1861,
Tajikistan,1861,0.002
Tanzania,1861,
Thailand,1861,
Togo,1861,
Tonga,1861,
Trinidad & Tobago,1861,
Tunisia,1861,
Turkey,1861,
Turkmenistan,1861,0.0092
Uganda,1861,
Ukraine,1861,0.1521
United Arab Emirates,1861,
United Kingdom,1861,175.0439
United States,1861,45.6791
Uruguay,1861,
Uzbekistan,1861,0.0318
Vanuatu,1861,
Venezuela,1861,
Vietnam,1861,
World,1861,348.08
Yemen,1861,
Zambia,1861,
Zimbabwe,1861,
Afghanistan,1862,
Albania,1862,
Algeria,1862,
Angola,1862,
Antigua & Barbuda,1862,
Argentina,1862,
Armenia,1862,0.0029
Australia,1862,0.3554
Austria,1862,6.3534
Azerbaijan,1862,0.0112
"Bahamas, The",1862,
Bahrain,1862,
Bangladesh,1862,
Barbados,1862,
Belarus,1862,0.0243
Belgium,1862,16.3451
Belize,1862,
Benin,1862,
Bhutan,1862,
Bolivia,1862,
Bosnia & Herzegovina,1862,
Botswana,1862,
Brazil,1862,
Brunei,1862,
Bulgaria,1862,
Burkina Faso,1862,
Burundi,1862,
Cambodia,1862,
Cameroon,1862,
Canada,1862,0.5606
Cape Verde,1862,
Central African Republic,1862,
Chad,1862,
Chile,1862,
China,1862,
Colombia,1862,
Comoros,1862,
"Congo, Dem. Rep.",1862,
"Congo, Rep.",1862,
Cook Islands,1862,
Costa Rica,1862,
Cote d'Ivoire,1862,
Croatia,1862,
Cuba,1862,
Cyprus,1862,
Czech Republic,1862,1.1712
Denmark,1862,0.6778
Djibouti,1862,
Dominica,1862,
Dominican Republic,1862,
Ecuador,1862,
Egypt,1862,
El Salvador,1862,
Equatorial Guinea,1862,
Eritrea,1862,
Estonia,1862,0.0062
Ethiopia,1862,
European Union (15),1862,292.0574
European Union (28),1862,303.5413
Fiji,1862,
Finland,1862,0.0733
France,1862,43.5247
Gabon,1862,
"Gambia, The",1862,
Georgia,1862,0.0051
Germany,1862,45.5399
Ghana,1862,
Greece,1862,
Grenada,1862,
Guatemala,1862,
Guinea,1862,
Guinea-Bissau,1862,
Guyana,1862,
Haiti,1862,
Honduras,1862,
Hungary,1862,1.1578
Iceland,1862,
India,1862,0.6082
Indonesia,1862,
Iran,1862,
Iraq,1862,
Ireland,1862,
Israel,1862,
Italy,1862,1.2274
Jamaica,1862,
Japan,1862,
Jordan,1862,
Kazakhstan,1862,0.0559
Kenya,1862,
Kiribati,1862,
"Korea, Dem. Rep. (North)",1862,
"Korea, Rep. (South)",1862,
Kuwait,1862,
Kyrgyzstan,1862,0.0035
Laos,1862,
Latvia,1862,0.0035
Lebanon,1862,
Lesotho,1862,
Liberia,1862,
Libya,1862,
Lithuania,1862,0.0058
Luxembourg,1862,
"Macedonia, FYR",1862,
Madagascar,1862,
Malawi,1862,
Malaysia,1862,
Maldives,1862,
Mali,1862,
Malta,1862,
Mauritania,1862,
Mauritius,1862,
Mexico,1862,
Moldova,1862,0.0051
Mongolia,1862,
Montenegro,1862,
Morocco,1862,
Mozambique,1862,
Myanmar,1862,
Namibia,1862,
Nauru,1862,
Nepal,1862,
Netherlands,1862,5.6719
New Zealand,1862,
Nicaragua,1862,
Niger,1862,
Nigeria,1862,
Niue,1862,
Norway,1862,0.3701
Oman,1862,
Pakistan,1862,
Palau,1862,
Panama,1862,
Papua New Guinea,1862,
Paraguay,1862,
Peru,1862,
Philippines,1862,
Poland,1862,8.8046
Portugal,1862,
Qatar,1862,
Romania,1862,0.011
Russian Federation,1862,0.4779
Rwanda,1862,
Saint Kitts & Nevis,1862,
Saint Lucia,1862,
Saint Vincent & Grenadines,1862,
Samoa,1862,
Sao Tome & Principe,1862,
Saudi Arabia,1862,
Senegal,1862,
Serbia,1862,
Seychelles,1862,
Sierra Leone,1862,
Singapore,1862,
Slovakia,1862,0.3237
Slovenia,1862,
Solomon Islands,1862,
South Africa,1862,
Spain,1862,2.1874
Sri Lanka,1862,
Sudan,1862,
Suriname,1862,
Swaziland,1862,
Sweden,1862,0.9856
Switzerland,1862,0.469
Syria,1862,
Tajikistan,1862,0.0018
Tanzania,1862,
Thailand,1862,
Togo,1862,
Tonga,1862,
Trinidad & Tobago,1862,
Tunisia,1862,
Turkey,1862,
Turkmenistan,1862,0.0082
Uganda,1862,
Ukraine,1862,0.1366
United Arab Emirates,1862,
United Kingdom,1862,169.471
United States,1862,47.4525
Uruguay,1862,
Uzbekistan,1862,0.0285
Vanuatu,1862,
Venezuela,1862,
Vietnam,1862,
World,1862,351.744
Yemen,1862,
Zambia,1862,
Zimbabwe,1862,
Afghanistan,1863,
Albania,1863,
Algeria,1863,
Angola,1863,
Antigua & Barbuda,1863,
Argentina,1863,
Armenia,1863,0.0031
Australia,1863,0.3994
Austria,1863,5.8771
Azerbaijan,1863,0.0118
"Bahamas, The",1863,
Bahrain,1863,
Bangladesh,1863,
Barbados,1863,
Belarus,1863,0.0255
Belgium,1863,17.2281
Belize,1863,
Benin,1863,
Bhutan,1863,
Bolivia,1863,
Bosnia & Herzegovina,1863,
Botswana,1863,
Brazil,1863,
Brunei,1863,
Bulgaria,1863,
Burkina Faso,1863,
Burundi,1863,
Cambodia,1863,
Cameroon,1863,
Canada,1863,0.6998
Cape Verde,1863,
Central African Republic,1863,
Chad,1863,
Chile,1863,
China,1863,
Colombia,1863,
Comoros,1863,
"Congo, Dem. Rep.",1863,
"Congo, Rep.",1863,
Cook Islands,1863,
Costa Rica,1863,
Cote d'Ivoire,1863,
Croatia,1863,
Cuba,1863,
Cyprus,1863,
Czech Republic,1863,1.6535
Denmark,1863,0.7548
Djibouti,1863,
Dominica,1863,
Dominican Republic,1863,
Ecuador,1863,
Egypt,1863,
El Salvador,1863,
Equatorial Guinea,1863,
Eritrea,1863,
Estonia,1863,0.0065
Ethiopia,1863,
European Union (15),1863,306.3067
European Union (28),1863,319.7076
Fiji,1863,
Finland,1863,0.0769
France,1863,44.1878
Gabon,1863,
"Gambia, The",1863,
Georgia,1863,0.0054
Germany,1863,49.3834
Ghana,1863,
Greece,1863,
Grenada,1863,
Guatemala,1863,
Guinea,1863,
Guinea-Bissau,1863,
Guyana,1863,
Haiti,1863,
Honduras,1863,
Hungary,1863,1.2091
Iceland,1863,
India,1863,0.6742
Indonesia,1863,
Iran,1863,
Iraq,1863,
Ireland,1863,
Israel,1863,
Italy,1863,1.0699
Jamaica,1863,
Japan,1863,
Jordan,1863,
Kazakhstan,1863,0.0586
Kenya,1863,
Kiribati,1863,
"Korea, Dem. Rep. (North)",1863,
"Korea, Rep. (South)",1863,
Kuwait,1863,
Kyrgyzstan,1863,0.0037
Laos,1863,
Latvia,1863,0.0036
Lebanon,1863,
Lesotho,1863,
Liberia,1863,
Libya,1863,
