   <tr><td background=""http://images.lockergnome.com/images/issue/top-left.gif"" nowrap valign=""middle"" align=""center"" colspan=""2"">
 
  <!-- TOP BANNER AD -->
  <center>
  <a href=""http://www.lockergnome.com/""><img src=""http://images.lockergnome.com/images/gnomedaily.gif"" width=""50"" height=""60"" hspace=""5"" alt=""Lockergnome"" border=""0""></a>
  <a href=""http://click.linksynergy.com/fs-bin/click?id=vdKWfulJxTQ&offerid=36698.10000263&type=4&subid=0""><IMG  width=""468"" height=""60"" alt=""10354"" border=""0"" src=""http://www.winnetmag.com/linkshare/banners/10354.gif""></a><IMG border=""0"" width=""1"" height=""1"" src=""http://ad.linksynergy.com/fs-bin/show?id=vdKWfulJxTQ&bids=36698.10000263&type=4&subid=0"">
  <br>
  </center>
  <!-- TOP BANNER AD -->
 
  <!--#include virtual=""/include/banner.txt"" -->
 
  </td></tr>
 
   <tr><td valign=""top"" bgcolor=""#FFFFFF""><font color=""#990000"" face=""Verdana, Tahoma, Arial"" style=""font-size: 10pt"" size=""2"">
 
 <!-- NEWS -->
 <table bgcolor=""#FFCC99"" border=""0"" cellspacing=""0"" cellpadding=""0"" width=""100%""><tr><td><p class=""title"">
 &nbsp; 07.22.2002 GnomeREPORT </p></td></tr></table><p>
 
 
 <p class=""sidebar""><table cellpadding=""10"" cellspacing=""0"" border=""0""><tr><td><font style=""font-size: 10pt"" face=""Verdana, Tahoma, Arial"" size=""2"">
 <b>Hackers and crackers respect only one thing:</b> <font color=""blue"">strong security</font>.  Keep the bad guys out of your PC or network with the advanced technology that's trusted by millions:  ZoneAlarm Pro 3.0. This best-in-class personal firewall stops hackers cold, defends your online privacy,and sets up in minutes. <a href=""http://click.linksynergy.com/fs-bin/click?id=vdKWfulJxTQ&offerid=26986.10000012&type=3&subid=0"">Click here to download now</a>!   
 </font></td></tr></table></p>
 
 
 Listen to Lockergnomie Dale Lowery and you'll save time
 immediately. It's an old tip, but it bears repeating: ""I'll often
 find Web snippets I'd like to keep - but I don't want to save the
 entire page. So, I've HOT-KEYED Notepad. Easy! Get to the most
 common Notepad shortcut icon: Start | Programs | Accessories |
 Notepad. Then right-click on the menu item and select Properties.
 You'll see that this is (indeed) a shortcut; in the lower part of
 the dialog is a field to add a hotkey. I entered 'N' for Notepad,
 Windows offered CTRL and ALT as a prefix, and now I can launch
 Notepad in an instant. I highlight the text I want to keep, copy
 it, tap my shortcut, paste it, and then save the new text file
 wherever I want. Most often, I use this trick to copy paragraphs
 that describe downloads (and save them as text files in the same
 folder as the download)."" Just make sure you don't pick a keyboard
 shortcut that's already in use. Otherwise, one of them is gonna
 get cranky.
 
 <p>
 
 And while we're taking a trip down memory lane, Lockergnomie Ian
 Rich reminds us of Jouni Vuorio's utility: The site is
 <a href=""http://www.jv16.org/"">jv16.org</a>. The program is called
 jv16 Power Tools, and this freeware is truly worthy of praise. It
 combines a full-on registry management tool with several file
 manager tools: one to hunt down temporary files in any format and
 the other to help perform advanced file searches and comparisons.
 Mainly, I wanted the program to be brought to the attention of the
 consumer public, as it moves further and further along in
 development it just keeps getting better. I've used it on windows
 Me, and now XP - without crashes or hair-raising Registry
 corruption. It backs up everything it changes and is very easy to
 use. If you're interested in something of shareware-quality with
 forum support (for absolutely nothing), get this program. Anyway,
 I love the newsletter and the work you guys and gals do at
 Lockergnome. I hope that this author gets his recognition.""
 Consider this a huge nod!
 
 <p>
 
 I love a good resource, and Lockergnomie Elton Jonsson from the
 United Kingdom has one for us, too: ""As a dedicated subscriber, I
 just had to tell about this one. Have you ever been driven mad
 trying to find out the name of the piece of music on a television
 advert? Well, at last, here in the UK, we have an answer to that
 problem and, given that many multinationals use the same
 advertising in the USA as they do here, it may help out you guys
 as well. Check out <a href=""http://www.commercialbreaksandbeats.co.uk/"">Commercial
 Breaks and Beats</a>. I have no connection with it; I'm just
 grateful that someone has had the brilliant idea of creating it.
 If you check the message board on the site, you'll see that I'm
 not alone."" This <a href=""http://directory.google.com/Top/Arts/Television/Commercials/"">Google
 Directory</a> can help fill in the blanks, I'm sure. I
 almost fell out of my chair the other day when I heard ""Yeh Yeh""
 (by TMBG) being played on a Chrysler advertisement. Way to go:
 John, John, Dan, Dan, and Dan! You're the dogs kids love to bite.
 
 <p>
 
 And what's say we round out the report with another tip?
 Lockergnomie David Brown can oblige: ""The e-mail forwarding
 service is a good idea, but you can do it yourself with Outlook
 Express. Set up two accounts (one for your old account and one for
 your new one). Craft your reply in a new message and save it.
 Then, select Tools | Message Rules | Mail | New rule. Check 'Where
 the message is from specified account' in the first section.
 'Reply with message"" in section two. Select the appropriate
 account and message in the final section. Name it. You can also
 have the messages flagged or moved to another folder if you want
 to know which messages came from the old account. Once the rule
 has been created, any mail from the old account will have a reply
 sent. People should learn about mail rules, anyway."" True! So,
 what rule simplifies your day?
 
 
 <!-- DOWNLOADS -->
 <p align=""right"">See You in <a target=""_blank"" href=""http://www.gnomedex.com/"">August</a>,&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;<br><font style=""font-size: 23pt"" face=""Chris Pirillo, Script"">Chris Pirillo&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;</font></P>
 <p><br><table bgcolor=""#FFCC99"" border=""0"" cellspacing=""0"" cellpadding=""0"" width=""100%""><tr><td><p class=""title"">&nbsp;GnomeDOWNLOADS</p></td></tr></table><p>
 
 <table align=""right"" bgcolor=""#FFFFFF"" cellspacing=""0"" cellpadding=""10""><tr><td><table align=""left"" bgcolor=""#990000"" cellspacing=""0"" cellpadding=""2""><tr><td><table border=""0"" cellpadding=""4"" cellspacing=""0"">
 <tr><td align=""center"" valign=""middle"" bgcolor=""#FFEEDD""><font style=""font-size: 8pt"" face=""Tahoma, Helvetica, Arial"" size=""1""><B>Latest Downloads</b></font></td></tr><tr><td bgcolor=""#FFEEDD""><font style=""font-size: 8pt"" face=""Tahoma, Helvetica, Arial"" size=""1"">
 
 
 <A title=""shareware: web site search engine"" HREF=""http://www.mywebattack.com/gnomeapp.php?id=104741"">Search Engine Buil 1.45</A><BR>
 <A title=""shareware: clean your hard drive"" HREF=""http://www.mywebattack.com/gnomeapp.php?id=103363"">System Cleaner 4.80</A><BR>
 <A title=""shareware: internet privacy tools suite"" HREF=""http://www.mywebattack.com/gnomeapp.php?id=103079"">Smasher 2.9.16</A><BR>
 <A title=""shareware: "" HREF=""http://www.mywebattack.com/gnomeapp.php?id=102665"">PixPrint 3.69</A><BR>
 <A title=""shareware: batch image editor"" HREF=""http://www.mywebattack.com/gnomeapp.php?id=100549"">BatchIt! Pro 3.10</A><BR>
 <A title=""shareware: HTML compiler"" HREF=""http://www.mywebattack.com/gnomeapp.php?id=101621"">HyperMaker HTML 2002.11</A><BR>
 <A title=""shareware: create web buttons"" HREF=""http://www.mywebattack.com/gnomeapp.php?id=104412"">Crystal Button 1.41</A><BR>
 <A title=""shareware: anti-spam filter"" HREF=""http://www.mywebattack.com/gnomeapp.php?id=105068"">Spytech SpamAgent 1.0</A><BR>
 <A title=""shareware: recover data from damaged disks"" HREF=""http://www.mywebattack.com/gnomeapp.php?id=104512"">BadCopy Pro 3.20</A><BR>
 <A title=""shareware: popup blocker"" HREF=""http://www.mywebattack.com/gnomeapp.php?id=104573"">STOPzilla! 1.0.8</A><BR>
 <A title=""shareware: "" HREF=""http://www.mywebattack.com/gnomeapp.php?id=103660"">WAPDraw 1.31</A><BR>
 <A title=""shareware: Data replication tool"" HREF=""http://www.mywebattack.com/gnomeapp.php?id=102389"">Network File Monit 2.04</A><BR>
 </font></td></tr></table></td></tr></table></td></tr></table>
 
 <b>QuicKalendar v1.0.2 [430k] W9x/2k/XP FREE</b>
 <p>
 <a class=""url"" href=""http://www.trinfinitysoftware.com/quickalendar.shtml"">http://www.trinfinitysoftware.com/quickalendar.shtml</a>
 <p>
 {Calendar utility} You say you want to get together on the 25th, but what DAY is that? I'm not good with calendar dates; truth be told, I don't even know what day of the week it is most the time. If I didn't have my PDA armed with a Calendar with me, then I wouldn't show up to anything on time, let alone on the right day. Well, that is great for when I am mobile, but what about when I am in front of my PC? The PDA is docked, but that doesn't mean I have to be without a calendar... enter QuicKalendar! ""QuicKalendar gives you quick and easy access to a calendar whenever you need it. You can view the calendar on screen, or print it out to jot down notes and appointments."" You need to keep in mind that the print feature is relative to how you have QuicKalendar displayed on your machine. If you are in full screen mode, then the printout will be bigger than a standard sheet of letter paper. If you try printing in normal view, then the printout will be too small to write on. My suggestion is to play with the size of QuicKalendar's screen until you get a printout that you can be proud of. Now, you'll have no reason to be late for Gnomedex!
 
 <p><br>
 
 <b>Diatris v1.0 [407k] W9x/2k/XP FREE</b>
 <p>
 <a class=""url"" href=""http://www.webruler.com/mtreciokas/"">http://www.webruler.com/mtreciokas/</a>
 <p>
 {Tetris-like game} I've always been fascinated with geometric shapes. To me everything has to be somewhat symmetrical... even my hair! So it was no wonder why I was addicted to playing the game Tetris for so many years. The only problem with Tetris is that, after awhile, it starts to get a little too easy. Diatris is a bundle of three different - and much more challenging - Tetris-like games. ""For the first game, Y-Diatris, the objects can move vertically and diagonally. The second game, X-Diatris, the objects can move only in two diagonal directions; the vertical drop is taken out. For the last game H-Diatris the objects can only move vertically and horizontally like most block drop games."" I won't kid you, these games can be pretty hard, but if you are a Tetris fan, then these set of games are for you. If you're not a Tetris fan, don't worry, there are a few other games you might like on this site, so check it out!
